Gene symbol,ProbeSet,Disease state,Disease state mean difference,Disease state lwr,Disease state upr,Disease state p-adj,Gene title
NETO2,222774_s_at,AML-Healthy,0.08108194,-0.137616675,-0.024547206,0.00495524,neuropilin (NRP) and tolloid (TLL)-like 2
BLOC1S6,222826_at,AML-Healthy,0.079819384,-0.126761754,-0.032877014,0.000867064,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin"
CENPK,222848_at,AML-Healthy,-0.139510259,0.081888034,0.197132483,2.17E-06,centromere protein K
FLVCR1,222906_at,AML-Healthy,-0.123910984,0.085919755,0.161902214,0,feline leukemia virus subgroup C cellular receptor 1
NEU4,222957_at,AML-Healthy,0.061106023,-0.086114556,-0.036097489,1.75E-06,sialidase 4
PSAT1,223062_s_at,AML-Healthy,-0.123449115,0.070802037,0.176096193,4.46E-06,phosphoserine aminotransferase 1
TRIM8,223131_s_at,AML-Healthy,0.08072071,-0.114255705,-0.047185716,2.48E-06,tripartite motif containing 8
AIG1,223136_at,AML-Healthy,-0.169690285,0.11446499,0.22491558,9.65E-10,androgen-induced 1
KIAA1147,223161_at,AML-Healthy,0.072672047,-0.100937336,-0.044406759,4.91E-07,KIAA1147
UBE2T,223229_at,AML-Healthy,-0.128543116,0.092880774,0.164205457,0,ubiquitin conjugating enzyme E2T
NAT14,223284_at,AML-Healthy,0.067356537,-0.088478593,-0.04623448,0,"N-acetyltransferase 14 (GCN5-related, putative)"
SLC37A3,223304_at,AML-Healthy,-0.172004281,0.136510106,0.207498457,0,"solute carrier family 37, member 3"
NUF2,223381_at,AML-Healthy,-0.170583949,0.122731282,0.218436616,0,"NUF2, NDC80 kinetochore complex component"
ZNRF1,223383_at,AML-Healthy,0.062915896,-0.0909517,-0.034880092,1.12E-05,"zinc and ring finger 1, E3 ubiquitin protein ligase"
PBRM1,223400_s_at,AML-Healthy,0.062815984,-0.107597895,-0.018034073,0.005990096,polybromo 1
KBTBD7,223412_at,AML-Healthy,-0.257992033,0.20706483,0.308919236,0,kelch repeat and BTB (POZ) domain containing 7
GPR160,223423_at,AML-Healthy,-0.153086871,0.103392254,0.202781487,7.93E-10,G protein-coupled receptor 160
SYT4,223529_at,AML-Healthy,0.06368005,-0.087543442,-0.039816657,1.79E-07,synaptotagmin IV
PKIB,223551_at,AML-Healthy,0.138960343,-0.205515127,-0.072405559,4.36E-05,"protein kinase (cAMP-dependent, catalytic) inhibitor beta"
LRRC4,223552_at,AML-Healthy,-0.116900991,0.092932585,0.140869397,0,leucine rich repeat containing 4
KIAA1549,223575_at,AML-Healthy,0.067507206,-0.097298584,-0.037715829,9.21E-06,KIAA1549
ROPN1L,223609_at,AML-Healthy,-0.174390426,0.134333925,0.214446927,0,rhophilin associated tail protein 1-like
MEX3B,223627_at,AML-Healthy,0.181067963,-0.226905843,-0.135230083,0,mex-3 RNA binding family member B
HEMGN,223669_at,AML-Healthy,-0.21609367,0.125961994,0.306225346,2.71E-06,hemogen
C1QTNF4,223708_at,AML-Healthy,0.082836942,-0.143984216,-0.021689667,0.00794481,C1q and tumor necrosis factor related protein 4
ZNF256,223714_at,AML-Healthy,0.067107944,-0.108334284,-0.025881603,0.001429809,zinc finger protein 256
DNAJC12,223722_at,AML-Healthy,0.062738085,-0.099308002,-0.026168167,0.000779002,"DnaJ (Hsp40) homolog, subfamily C, member 12"
STK4,223746_at,AML-Healthy,-0.115595999,0.072315558,0.15887644,1.75E-07,serine/threonine kinase 4
GPR84,223767_at,AML-Healthy,-0.185078044,0.136296105,0.233859982,0,G protein-coupled receptor 84
FGFBP2,223836_at,AML-Healthy,-0.152602637,0.10053182,0.204673454,9.16E-09,fibroblast growth factor binding protein 2
SCARA3,223842_s_at,AML-Healthy,0.066779347,-0.087804672,-0.045754021,0,"scavenger receptor class A, member 3"
MOV10,223849_s_at,AML-Healthy,0.071546856,-0.098730636,-0.044363076,2.63E-07,Mov10 RISC complex RNA helicase
ROPN1,224191_x_at,AML-Healthy,0.060617136,-0.083788356,-0.037445917,3.10E-07,rhophilin associated tail protein 1
GPR174,224285_at,AML-Healthy,0.066049771,-0.103195508,-0.028904035,0.000496915,G protein-coupled receptor 174
STK26,224407_s_at,AML-Healthy,0.065996831,-0.104148574,-0.027845088,0.000703859,serine/threonine protein kinase 26
TRPM6,224412_s_at,AML-Healthy,-0.163551287,0.133127061,0.193975513,0,"transient receptor potential cation channel, subfamily M, member 6"
GPAT3,224480_s_at,AML-Healthy,-0.180339656,0.120237101,0.240442212,3.55E-09,glycerol-3-phosphate acyltransferase 3
CYSTM1,224707_at,AML-Healthy,-0.164870865,0.125081752,0.204659978,0,cysteine-rich transmembrane module containing 1
MIB1,224725_at,AML-Healthy,0.06694781,-0.104588445,-0.029307176,0.000495179,mindbomb E3 ubiquitin protein ligase 1
KIAA1522,224746_at,AML-Healthy,0.071118649,-0.09021547,-0.052021828,0,KIAA1522
UBE2Q2,224747_at,AML-Healthy,0.071080865,-0.09501111,-0.047150621,5.45E-09,ubiquitin-conjugating enzyme E2Q family member 2
LOC100506548 ,224763_at,AML-Healthy,0.077170215,-0.108233336,-0.046107093,1.17E-06,uncharacterized LOC100506548 
MYLK,224823_at,AML-Healthy,-0.151977243,0.095828854,0.208125632,1.19E-07,myosin light chain kinase
GPT2,224839_s_at,AML-Healthy,0.073265351,-0.102253942,-0.04427676,7.64E-07,glutamic pyruvate transaminase (alanine aminotransferase) 2
TMEM173,224916_at,AML-Healthy,0.069251499,-0.093447912,-0.045055086,2.11E-08,transmembrane protein 173
MIR21 ,224917_at,AML-Healthy,0.094753363,-0.147515878,-0.041990848,0.000436385,microRNA 21 
NFIA,224970_at,AML-Healthy,-0.203483336,0.153193924,0.253772747,0,nuclear factor I/A
H19 ,224997_x_at,AML-Healthy,0.064328668,-0.095909163,-0.032748172,6.66E-05,"H19, imprinted maternally expressed transcript (non-protein coding) "
LINC01420,225029_at,AML-Healthy,0.060731305,-0.080417702,-0.041044907,7.03E-10,long intergenic non-protein coding RNA 1420
SIPA1L2,225056_at,AML-Healthy,-0.112325602,0.055494722,0.169156482,0.000108883,signal-induced proliferation-associated 1 like 2
DNAJA4,225061_at,AML-Healthy,-0.135170897,0.095235514,0.17510628,0,"DnaJ (Hsp40) homolog, subfamily A, member 4"
MSI2,225233_at,AML-Healthy,0.068513002,-0.098882831,-0.038143174,1.01E-05,musashi RNA binding protein 2
SLC39A10,225295_at,AML-Healthy,0.064660625,-0.106985013,-0.022336238,0.002763321,"solute carrier family 39 (zinc transporter), member 10"
SLC25A29,225305_at,AML-Healthy,0.06401446,-0.086385883,-0.041643038,2.12E-08,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29"
CCDC50,225331_at,AML-Healthy,-0.115986415,0.062209004,0.169763826,2.42E-05,coiled-coil domain containing 50
HNRNPLL,225385_s_at,AML-Healthy,-0.131201959,0.08387058,0.178533338,5.86E-08,heterogeneous nuclear ribonucleoprotein L-like
ZBTB21,225539_at,AML-Healthy,0.061874703,-0.107277661,-0.016471746,0.00758029,zinc finger and BTB domain containing 21
CNIH1,225553_at,AML-Healthy,0.073305802,-0.097019346,-0.049592257,5.81E-10,cornichon family AMPA receptor auxiliary protein 1
SH3RF1,225589_at,AML-Healthy,0.071543475,-0.12077737,-0.02230958,0.004413644,SH3 domain containing ring finger 1
IFFO2,225615_at,AML-Healthy,0.068296954,-0.097154848,-0.03943906,3.64E-06,intermediate filament family orphan 2
SLAIN1,225619_at,AML-Healthy,-0.211129562,0.143784798,0.278474326,0,SLAIN motif family member 1
TMTC4,225666_at,AML-Healthy,0.085592737,-0.11838639,-0.052799084,3.30E-07,transmembrane and tetratricopeptide repeat containing 4
FAM83D,225687_at,AML-Healthy,-0.13402277,0.093567083,0.174478457,0,"family with sequence similarity 83, member D"
PHLDB2,225688_s_at,AML-Healthy,-0.117749978,0.077973965,0.157525992,6.24E-09,"pleckstrin homology-like domain, family B, member 2"
KIAA1715,225717_at,AML-Healthy,-0.118358563,0.068705113,0.168012012,3.10E-06,KIAA1715
ZDHHC8,225744_at,AML-Healthy,0.079925426,-0.099767519,-0.060083333,0,"zinc finger, DHHC-type containing 8"
MSRB3,225790_at,AML-Healthy,0.063234595,-0.109949361,-0.016519829,0.007994718,methionine sulfoxide reductase B3
FAM72A ,225834_at,AML-Healthy,-0.126693401,0.081323083,0.172063718,4.67E-08,"family with sequence similarity 72, member A "
NCEH1,225847_at,AML-Healthy,-0.112054942,0.049894772,0.174215111,0.000414937,neutral cholesterol ester hydrolase 1
ELMSAN1,225980_at,AML-Healthy,0.069403587,-0.093651484,-0.045155691,2.10E-08,ELM2 and Myb/SANT-like domain containing 1
KIF21A,226003_at,AML-Healthy,-0.140483278,0.094921344,0.186045211,7.35E-10,kinesin family member 21A
GPSM1,226043_at,AML-Healthy,0.099487032,-0.129978785,-0.06899528,0,G-protein signaling modulator 1
PRICKLE1,226065_at,AML-Healthy,0.075364041,-0.111194016,-0.039534066,3.83E-05,prickle homolog 1
ADAMTSL4,226071_at,AML-Healthy,0.110956374,-0.155971503,-0.065941245,1.42E-06,ADAMTS like 4
SYT13,226086_at,AML-Healthy,0.066095123,-0.091991441,-0.040198805,5.94E-07,synaptotagmin XIII
PIK3C2A,226094_at,AML-Healthy,0.083283846,-0.114108491,-0.052459201,1.26E-07,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha"
LOC100288152,226125_at,AML-Healthy,0.079962415,-0.112783572,-0.047141258,1.87E-06,uncharacterized LOC100288152
MANEAL,226132_s_at,AML-Healthy,0.105919772,-0.142524354,-0.06931519,1.45E-08,"mannosidase, endo-alpha-like"
KCTD1,226245_at,AML-Healthy,0.09067184,-0.129391522,-0.051952158,4.59E-06,potassium channel tetramerization domain containing 1
PTPN14,226282_at,AML-Healthy,0.160469878,-0.217323412,-0.103616344,3.32E-08,"protein tyrosine phosphatase, non-receptor type 14"
CCDC34,226287_at,AML-Healthy,-0.114922685,0.075940734,0.153904636,7.33E-09,coiled-coil domain containing 34
SLC18B1,226301_at,AML-Healthy,-0.12919224,0.079412194,0.178972287,3.84E-07,"solute carrier family 18, subfamily B, member 1"
TMEM55A,226338_at,AML-Healthy,-0.169124686,0.1249487,0.213300672,0,transmembrane protein 55A
KBTBD6,226479_at,AML-Healthy,-0.236740572,0.185372875,0.288108269,0,kelch repeat and BTB (POZ) domain containing 6
TMCC3,226489_at,AML-Healthy,-0.142730207,0.102825384,0.18263503,0,transmembrane and coiled-coil domain family 3
NHSL1,226490_at,AML-Healthy,0.060779743,-0.093813792,-0.027745693,0.000314397,NHS-like 1
MTX3,226528_at,AML-Healthy,-0.119309148,0.075213132,0.163405164,1.21E-07,metaxin 3
SLC9A7,226550_at,AML-Healthy,0.081792203,-0.122564707,-0.041019698,8.58E-05,"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7"
C16orf87,226608_at,AML-Healthy,0.085923578,-0.124229657,-0.047617499,1.13E-05,chromosome 16 open reading frame 87
CDCA2,226661_at,AML-Healthy,-0.110408657,0.075170421,0.145646893,0,cell division cycle associated 2
CNRIP1,226751_at,AML-Healthy,-0.171427783,0.116506354,0.226349213,1.14E-10,cannabinoid receptor interacting protein 1
LSM11,226826_at,AML-Healthy,-0.126528702,0.090045656,0.163011748,0,"LSM11, U7 small nuclear RNA associated"
LRRN1,226884_at,AML-Healthy,-0.157816219,0.120662317,0.194970121,0,leucine rich repeat neuronal 1
RNF217,226885_at,AML-Healthy,-0.145989153,0.093106059,0.198872248,6.64E-08,ring finger protein 217
PXYLP1,226925_at,AML-Healthy,-0.111956157,0.066294994,0.157617319,1.61E-06,2-phosphoxylose phosphatase 1
DEPDC1B,226980_at,AML-Healthy,-0.168482536,0.11974056,0.217224512,0,DEP domain containing 1B
PDE5A,227088_at,AML-Healthy,-0.121013284,0.09290733,0.149119238,0,"phosphodiesterase 5A, cGMP-specific"
SUSD3,227182_at,AML-Healthy,-0.159078502,0.12323358,0.194923424,0,sushi domain containing 3
ZNF503,227195_at,AML-Healthy,0.093271966,-0.159599766,-0.026944166,0.005865497,zinc finger protein 503
KIAA1211,227230_s_at,AML-Healthy,-0.118030967,0.050820432,0.185241503,0.000582906,KIAA1211
KREMEN1,227250_at,AML-Healthy,-0.112456881,0.079206261,0.145707501,0,kringle containing transmembrane protein 1
ZBTB46,227329_at,AML-Healthy,0.07114499,-0.110170318,-0.032119661,0.000356724,zinc finger and BTB domain containing 46
BEND7,227341_at,AML-Healthy,-0.112591239,0.06868792,0.156494559,5.25E-07,BEN domain containing 7
HS3ST3B1,227361_at,AML-Healthy,-0.124948931,0.068142325,0.181755537,1.67E-05,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
TUSC1,227388_at,AML-Healthy,-0.138132908,0.085092133,0.191173683,3.50E-07,tumor suppressor candidate 1
PTPRJ,227396_at,AML-Healthy,-0.12398892,0.07580153,0.17217631,4.81E-07,"protein tyrosine phosphatase, receptor type, J"
EGR1,227404_s_at,AML-Healthy,0.061822926,-0.098287785,-0.025358068,0.000897742,early growth response 1
NME7,227556_at,AML-Healthy,0.139091596,-0.185460357,-0.092722835,3.60E-09,NME/NM23 family member 7
NHSL2,227618_at,AML-Healthy,-0.116085278,0.070972904,0.161197652,4.81E-07,NHS-like 2
EBF1,227646_at,AML-Healthy,-0.163139898,0.118901629,0.207378167,0,early B-cell factor 1
FAM65C,227654_at,AML-Healthy,-0.156696476,0.093672249,0.219720703,1.15E-06,"family with sequence similarity 65, member C"
SYTL4,227703_s_at,AML-Healthy,-0.11174761,0.055062533,0.168432687,0.000113428,synaptotagmin-like 4
MPZL3,227747_at,AML-Healthy,-0.132229476,0.098796502,0.16566245,0,myelin protein zero-like 3
PRKCB,227824_at,AML-Healthy,0.061944278,-0.095381896,-0.028506661,0.000285852,"protein kinase C, beta"
C4orf32,227856_at,AML-Healthy,-0.110348914,0.05195741,0.168740418,0.000215076,chromosome 4 open reading frame 32
CPXM1,227860_at,AML-Healthy,0.093036577,-0.128853148,-0.057220007,3.75E-07,"carboxypeptidase X (M14 family), member 1"
KLHL13,227875_at,AML-Healthy,0.083030984,-0.137202328,-0.02885964,0.002675925,kelch-like family member 13
SHANK3,227923_at,AML-Healthy,0.134737538,-0.191251002,-0.078224074,3.08E-06,SH3 and multiple ankyrin repeat domains 3
FGD4,227948_at,AML-Healthy,-0.173335342,0.12372502,0.222945664,0,"FYVE, RhoGEF and PH domain containing 4"
E2F7,228033_at,AML-Healthy,-0.183979451,0.135454182,0.232504719,0,E2F transcription factor 7
DDIT4L,228057_at,AML-Healthy,0.0826647,-0.134190876,-0.031138524,0.001674099,DNA-damage-inducible transcript 4-like
KIAA1211L,228067_at,AML-Healthy,-0.180719882,0.139820372,0.221619392,0,KIAA1211-like
GIMAP7,228071_at,AML-Healthy,-0.115551025,0.062092407,0.169009643,2.33E-05,"GTPase, IMAP family member 7"
CACNA2D4,228083_at,AML-Healthy,0.07211722,-0.111580539,-0.032653902,0.000345187,"calcium channel, voltage-dependent, alpha 2/delta subunit 4"
DNAH1,228112_at,AML-Healthy,0.067997704,-0.091081695,-0.044913712,7.56E-09,"dynein, axonemal, heavy chain 1"
SEC16B,228150_at,AML-Healthy,0.086571457,-0.126917257,-0.046225658,2.67E-05,"SEC16 homolog B, endoplasmic reticulum export factor"
FCHO2,228220_at,AML-Healthy,-0.127291728,0.077048018,0.177535438,7.18E-07,FCH domain only 2
SDSL,228274_at,AML-Healthy,0.085871036,-0.118014841,-0.053727231,1.73E-07,serine dehydratase-like
GGTA1P,228376_at,AML-Healthy,-0.227477234,0.170996091,0.283958377,0,"glycoprotein, alpha-galactosyltransferase 1 pseudogene"
KLHL14,228377_at,AML-Healthy,-0.114171477,0.084452786,0.143890168,0,kelch-like family member 14
SLC22A15,228497_at,AML-Healthy,-0.178243814,0.117710829,0.238776799,7.67E-09,"solute carrier family 22, member 15"
LOC101927027,228620_at,AML-Healthy,0.099327095,-0.149394361,-0.049259829,0.00010262,uncharacterized LOC101927027
HFE2,228621_at,AML-Healthy,0.070017705,-0.092669757,-0.047365653,5.86E-10,hemochromatosis type 2 (juvenile)
SLC45A3,228696_at,AML-Healthy,0.06644483,-0.096269124,-0.036620535,1.30E-05,"solute carrier family 45, member 3"
NPTN-IT1,228723_at,AML-Healthy,-0.115508146,0.075817944,0.155198348,1.18E-08,NPTN intronic transcript 1
MAMDC2,228885_at,AML-Healthy,0.248983315,-0.332814958,-0.165151672,5.47E-09,MAM domain containing 2
PROK1,229124_at,AML-Healthy,0.060403573,-0.081000926,-0.039806219,8.94E-09,prokineticin 1
SLC51A,229230_at,AML-Healthy,-0.13221809,0.097234858,0.167201323,0,"solute carrier family 51, alpha subunit"
C5orf15,229260_at,AML-Healthy,0.065873874,-0.090965173,-0.040782575,2.81E-07,chromosome 5 open reading frame 15
ADRB1,229309_at,AML-Healthy,0.108653036,-0.18679836,-0.030507711,0.006445089,adrenoceptor beta 1
GRTP1,229377_at,AML-Healthy,-0.139144548,0.103052809,0.175236287,0,growth hormone regulated TBC protein 1
MIR155HG,229437_at,AML-Healthy,0.139340206,-0.201864967,-0.076815446,1.29E-05,MIR155 host gene
NEGR1,229461_x_at,AML-Healthy,0.127503615,-0.213306286,-0.041700943,0.00359942,neuronal growth regulator 1
TLR8,229560_at,AML-Healthy,-0.164178237,0.092292882,0.236063591,7.83E-06,toll-like receptor 8
LRRK2,229584_at,AML-Healthy,-0.216601447,0.153795562,0.279407331,0,leucine-rich repeat kinase 2
IRX3,229638_at,AML-Healthy,0.149882791,-0.218484774,-0.081280809,1.90E-05,iroquois homeobox 3
TCERG1,229706_at,AML-Healthy,0.06495843,-0.11056251,-0.019354349,0.005258424,transcription elongation regulator 1
GLT1D1,229770_at,AML-Healthy,-0.180151133,0.142556452,0.217745814,0,glycosyltransferase 1 domain containing 1
SPX,229778_at,AML-Healthy,-0.135339735,0.095243893,0.175435577,0,spexin hormone
LRRC75A,229889_at,AML-Healthy,-0.119590537,0.087299152,0.151881923,0,leucine rich repeat containing 75A
BEX5,229963_at,AML-Healthy,-0.139590897,0.090842646,0.188339148,2.07E-08,brain expressed X-linked 5
CMTM2,229967_at,AML-Healthy,-0.20479279,0.161007436,0.248578144,0,CKLF-like MARVEL transmembrane domain containing 2
ADGRG5,229971_at,AML-Healthy,0.078982848,-0.114604495,-0.0433612,1.43E-05,adhesion G protein-coupled receptor G5
THSD7A,230008_at,AML-Healthy,0.079992148,-0.121985843,-0.037998452,0.000191471,thrombospondin type 1 domain containing 7A
DPY19L2,230158_at,AML-Healthy,0.091173818,-0.147089923,-0.035257712,0.001403409,dpy-19-like 2 (C. elegans)
SGOL2,230165_at,AML-Healthy,-0.113288733,0.068284836,0.15829263,8.44E-07,shugoshin-like 2 (S. pombe)
HIC1,230218_at,AML-Healthy,0.066338951,-0.104480008,-0.028197893,0.000657896,hypermethylated in cancer 1
RAB7B,230266_at,AML-Healthy,0.082515589,-0.12595934,-0.039071838,0.000199792,"RAB7B, member RAS oncogene family"
SYNGAP1,230297_x_at,AML-Healthy,0.073549531,-0.094808902,-0.052290159,0,synaptic Ras GTPase activating protein 1
ACY3,230481_at,AML-Healthy,0.069899422,-0.10411781,-0.035681034,6.35E-05,aminoacylase 3
LOC145474,230505_at,AML-Healthy,-0.12118595,0.067640001,0.174731899,9.45E-06,uncharacterized LOC145474
LINC01341,230541_at,AML-Healthy,0.06192784,-0.088432571,-0.035423109,4.82E-06,long intergenic non-protein coding RNA 1341
RASGEF1A,230563_at,AML-Healthy,-0.114703156,0.069263158,0.160143155,7.88E-07,RasGEF domain family member 1A
IGSF10,230670_at,AML-Healthy,0.103802807,-0.146384896,-0.061220718,1.85E-06,"immunoglobulin superfamily, member 10"
SLITRK4,230680_at,AML-Healthy,0.065798018,-0.097370656,-0.03422538,4.51E-05,"SLIT and NTRK-like family, member 4"
RNF182,230720_at,AML-Healthy,-0.137819367,0.071271818,0.204366916,5.03E-05,ring finger protein 182
HOXB-AS3,230743_at,AML-Healthy,0.117277823,-0.16019501,-0.074360635,9.01E-08,HOXB cluster antisense RNA 3
GBAT2,230787_at,AML-Healthy,0.06835687,-0.09427747,-0.04243627,2.49E-07,glioblastoma multiforme-associated transcript 2
FAM129C,230983_at,AML-Healthy,-0.110951142,0.071748815,0.15015347,3.04E-08,"family with sequence similarity 129, member C"
BMS1P6 ,231106_at,AML-Healthy,0.070662126,-0.098915877,-0.042408374,9.93E-07,BMS1 ribosome biogenesis factor pseudogene 6 
GPR155,231166_at,AML-Healthy,-0.184622707,0.145747031,0.223498382,0,G protein-coupled receptor 155
PCAT6,231233_at,AML-Healthy,0.092222159,-0.124919425,-0.059524893,3.40E-08,prostate cancer associated transcript 6 (non-protein coding)
TRIM71,231310_at,AML-Healthy,0.117586928,-0.171034879,-0.064138977,1.66E-05,"tripartite motif containing 71, E3 ubiquitin protein ligase"
HOXA10-AS,231365_at,AML-Healthy,0.070874363,-0.10229514,-0.039453586,1.01E-05,HOXA10 antisense RNA
ZNF333,231369_at,AML-Healthy,0.115824377,-0.150399833,-0.081248921,0,zinc finger protein 333
LOC101929709,231412_at,AML-Healthy,0.083084809,-0.107850007,-0.058319611,0,uncharacterized LOC101929709
TSIX,231592_at,AML-Healthy,0.109880312,-0.145481555,-0.074279069,6.74E-10,"TSIX transcript, XIST antisense RNA"
HOXB4,231767_at,AML-Healthy,0.072782051,-0.094976469,-0.050587634,0,homeobox B4
GJB6,231771_at,AML-Healthy,-0.320357679,0.253056869,0.38765849,0,gap junction protein beta 6
RXFP1,231804_at,AML-Healthy,0.070533286,-0.12026103,-0.020805543,0.00545262,relaxin/insulin-like family peptide receptor 1
RBM33,231833_at,AML-Healthy,0.064257616,-0.099292491,-0.029222742,0.000328411,RNA binding motif protein 33
MACC1,232151_at,AML-Healthy,0.080988748,-0.1209452,-0.041032296,7.24E-05,metastasis associated in colon cancer 1
UGP2,232180_at,AML-Healthy,-0.111566372,0.075049782,0.148082962,1.41E-09,UDP-glucose pyrophosphorylase 2
GUSBP4 ,232207_at,AML-Healthy,0.063927264,-0.090911826,-0.036942701,3.56E-06,"glucuronidase, beta pseudogene 4 "
LINC00865,232239_at,AML-Healthy,0.069299668,-0.10470647,-0.033892866,0.000126946,long intergenic non-protein coding RNA 865
SLC28A3,232277_at,AML-Healthy,-0.240780021,0.187656612,0.29390343,0,"solute carrier family 28 (concentrative nucleoside transporter), member 3"
PLXNA4,232317_at,AML-Healthy,0.073224363,-0.100450447,-0.045998279,1.43E-07,plexin A4
SIAH1,232365_at,AML-Healthy,0.068882848,-0.112997703,-0.024767992,0.002222068,siah E3 ubiquitin protein ligase 1
PROK2,232629_at,AML-Healthy,-0.114109876,0.045599135,0.182620617,0.0011046,prokineticin 2
DISC1,233207_at,AML-Healthy,0.064933584,-0.092632589,-0.037234579,4.49E-06,disrupted in schizophrenia 1
FAM175A,233543_s_at,AML-Healthy,0.064352155,-0.105269454,-0.023434856,0.002063683,"family with sequence similarity 175, member A"
LYZL1,233973_at,AML-Healthy,0.067704968,-0.093023564,-0.042386371,1.69E-07,lysozyme-like 1
TUBGCP6,234308_at,AML-Healthy,0.062405495,-0.082748958,-0.042062032,1.09E-09,"tubulin, gamma complex associated protein 6"
TPM3P4,234620_at,AML-Healthy,0.06332792,-0.087163892,-0.039491949,2.02E-07,tropomyosin 3 pseudogene 4
IGLL5,234764_x_at,AML-Healthy,-0.150680514,0.097819005,0.203542022,2.41E-08,immunoglobulin lambda-like polypeptide 5
DENND4C,234968_at,AML-Healthy,0.062372939,-0.096619799,-0.02812608,0.000361468,DENN/MADD domain containing 4C
TMEM56,234980_at,AML-Healthy,-0.230449741,0.168727939,0.292171544,0,transmembrane protein 56
ZNF792,235052_at,AML-Healthy,0.065877449,-0.100951067,-0.03080383,0.000235017,zinc finger protein 792
ERAP2,235104_at,AML-Healthy,0.06767652,-0.114254345,-0.021098696,0.004417912,endoplasmic reticulum aminopeptidase 2
CHAC2,235117_at,AML-Healthy,-0.182447719,0.130990408,0.233905031,0,"ChaC, cation transport regulator homolog 2 (E. coli)"
ZBTB8A,235142_at,AML-Healthy,0.162639736,-0.22704665,-0.098232823,7.80E-07,zinc finger and BTB domain containing 8A
LOC100505501,235171_at,AML-Healthy,0.104107155,-0.156588329,-0.051625981,0.000102759,uncharacterized LOC100505501
LINC00662,235191_at,AML-Healthy,0.064556334,-0.088655307,-0.040457361,1.61E-07,long intergenic non-protein coding RNA 662
RPS15A,235309_at,AML-Healthy,0.064783549,-0.091890113,-0.037676985,2.92E-06,ribosomal protein S15a
GXYLT2,235371_at,AML-Healthy,-0.112806817,0.064225037,0.161388596,5.52E-06,glucoside xylosyltransferase 2
CXorf56,235442_at,AML-Healthy,0.063128089,-0.087781508,-0.038474671,5.46E-07,chromosome X open reading frame 56
PPP2CA,235502_at,AML-Healthy,0.066090131,-0.104709146,-0.027471116,0.000802636,"protein phosphatase 2, catalytic subunit, alpha isozyme"
HOXA3,235521_at,AML-Healthy,0.195790411,-0.274403751,-0.117177071,1.10E-06,homeobox A3
MCEMP1,235568_at,AML-Healthy,-0.151603411,0.108449173,0.194757649,0,mast cell-expressed membrane protein 1
MIR34AHG,235571_at,AML-Healthy,0.071466055,-0.092790667,-0.050141443,0,MIR34A host gene
BRIP1,235609_at,AML-Healthy,-0.117233946,0.076297894,0.158169998,2.06E-08,BRCA1 interacting protein C-terminal helicase 1
CT45A1 ,235700_at,AML-Healthy,0.109029992,-0.190721842,-0.027338143,0.008918931,"cancer/testis antigen family 45, member A1 "
SMIM13,235707_at,AML-Healthy,0.065539662,-0.105037235,-0.026042088,0.001153117,small integral membrane protein 13
TMTC2,235775_at,AML-Healthy,0.105027482,-0.153237242,-0.056817723,2.01E-05,transmembrane and tetratricopeptide repeat containing 2
TMEM170B,235798_at,AML-Healthy,-0.11717019,0.055934994,0.178405386,0.00017912,transmembrane protein 170B
RGL4,235816_s_at,AML-Healthy,-0.227325544,0.175414404,0.279236683,0,ral guanine nucleotide dissociation stimulator-like 4
VSTM1,235818_at,AML-Healthy,-0.180861339,0.121543113,0.240179564,1.59E-09,V-set and transmembrane domain containing 1
HERC2P7,235902_at,AML-Healthy,0.074938951,-0.110259611,-0.039618291,3.28E-05,hect domain and RLD 2 pseudogene 7
YPEL4,235916_at,AML-Healthy,-0.11386359,0.060350829,0.16737635,3.11E-05,yippee like 4
FCRL1,235982_at,AML-Healthy,-0.135238197,0.100434777,0.170041616,0,Fc receptor-like 1
LOC100130219,236042_at,AML-Healthy,0.060452792,-0.083729425,-0.03717616,3.76E-07,uncharacterized LOC100130219
BCL2L15,236083_at,AML-Healthy,-0.109712318,0.0812274,0.138197235,0,BCL2-like 15
LOC153546,236124_at,AML-Healthy,0.060484331,-0.086075717,-0.034892944,3.75E-06,uncharacterized LOC153546
ANKRD50,236189_at,AML-Healthy,0.080040461,-0.116857352,-0.04322357,2.09E-05,ankyrin repeat domain 50
RIT1,236223_s_at,AML-Healthy,0.077013891,-0.128350592,-0.02567719,0.003292834,Ras-like without CAAX 1
RFESD,236305_at,AML-Healthy,-0.199745189,0.151724114,0.247766263,0,Rieske (Fe-S) domain containing
LOC101927851,236398_s_at,AML-Healthy,0.066637768,-0.106446792,-0.026828745,0.001042582,uncharacterized LOC101927851
RD3,236563_at,AML-Healthy,0.064264461,-0.086909057,-0.041619865,2.78E-08,retinal degeneration 3
PMS1,236609_at,AML-Healthy,0.066085572,-0.099560146,-0.032610997,0.000110894,"PMS1 homolog 1, mismatch repair system component"
TMEM52B,236646_at,AML-Healthy,-0.145073632,0.097027219,0.193120046,2.66E-09,transmembrane protein 52B
SAMD3,236782_at,AML-Healthy,-0.124076615,0.081213218,0.166940011,1.43E-08,sterile alpha motif domain containing 3
